Project Name,Description,API URL,Github URL,Last Updated,Link URL,Organization Name,Organization API URL,Organization City,Organization Website,,,,,,,,,,
muttbot,Code for DC's Hubot instance,http://codeforamerica.org/api/projects/34373,https://github.com/codefordc/muttbot,Code for DC's Hubot instance,(null),Code for DC,http://codeforamerica.org/api/organizations/Code-for-DC,Washington_ DC,http://codefordc.org/,,,,,,,,,,
personal-data-protection-gitbook,vTaiwan 數位公民環境：個人資料利用與去識別化,http://codeforamerica.org/api/projects/36708,https://github.com/g0v/personal-data-protection-gitbook,vTaiwan 數位公民環境：個人資料利用與去識別化,,g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
sourceAFRICA,The sourceAFRICA platform,http://codeforamerica.org/api/projects/35906,https://github.com/CodeForAfrica/sourceAFRICA,The sourceAFRICA platform,https://sourceafrica.net,Code for Kenya,http://codeforamerica.org/api/organizations/Code-for-Kenya,Nairobi_ Kenya,http://code4kenya.org,,,,,,,,,,
sourceAFRICA,The sourceAFRICA platform,http://codeforamerica.org/api/projects/36035,https://github.com/CodeForAfrica/sourceAFRICA,The sourceAFRICA platform,https://sourceafrica.net,Code for Nigeria,http://codeforamerica.org/api/organizations/Code-for-Nigeria,Lagos_ Nigeria,http://code4nigeria.org,,,,,,,,,,
sourceAFRICA,The sourceAFRICA platform,http://codeforamerica.org/api/projects/35982,https://github.com/CodeForAfrica/sourceAFRICA,The sourceAFRICA platform,https://sourceafrica.net,Code for Africa,http://codeforamerica.org/api/organizations/Code-for-Africa,,http://www.codeforafrica.org/,,,,,,,,,,
sourceAFRICA,The sourceAFRICA platform,http://codeforamerica.org/api/projects/33190,https://github.com/CodeForAfrica/sourceAFRICA,The sourceAFRICA platform,https://sourceafrica.net,Code for Ghana,http://codeforamerica.org/api/organizations/Code-for-Ghana,Accra_ Ghana,http://codeforghana.org,,,,,,,,,,
CutePets,Twitter bot that posts adoptable pets in your city.,http://codeforamerica.org/api/projects/36293,https://github.com/codeforamerica/CutePets,Twitter bot that posts adoptable pets in your city.,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
CutePets Philly,We should connect with local animal shelters to setup an instance of CutePets for Philly,http://codeforamerica.org/api/projects/36835,https://github.com/codeforamerica/CutePets,We should connect with local animal shelters to setup an instance of CutePets for Philly,,Code for Philly,http://codeforamerica.org/api/organizations/Code-for-Philly,Philadelphia_ PA,http://codeforphilly.org/,,,,,,,,,,
legistar-scrape,Legistar Scraper is a python library for scraping Legistar sites -- legislation management sites hosted by by Granicus.,http://codeforamerica.org/api/projects/34172,https://github.com/fgregg/legistar-scrape,Legistar Scraper is a python library for scraping Legistar sites -- legislation management sites hosted by by Granicus.,,Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
usaddress,US address parsing,http://codeforamerica.org/api/projects/34102,https://github.com/datamade/usaddress,US address parsing,(null),Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
greenlines,,http://codeforamerica.org/api/projects/36673,https://github.com/codeforseattle/greenlines,,http://codeforseattle.org/greenlines/,Code for Seattle,http://codeforamerica.org/api/organizations/Code-for-Seattle,Seattle_ WA,http://codeforseattle.org/,,,,,,,,,,
er.mohw,ER information,http://codeforamerica.org/api/projects/34441,https://github.com/g0v/er.mohw,ER information,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
englewood,Englewood is a python library for generating maps from maps.,http://codeforamerica.org/api/projects/34143,https://github.com/newsapps/englewood,Englewood is a python library for generating maps from maps.,http://blog.apps.chicagotribune.com/,Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
kc_311dailybrief,What happened yesterday in Kansas City,MO's 311,http://codeforamerica.org/api/projects/33471,https://github.com/codeforkansascity/kc_311dailybrief,What happened yesterday in Kansas City,MO's 311,http://codeforkansascity.github.io/kc_311dailybrief/,Code for Kansas City,http://codeforamerica.org/api/organizations/Code-for-Kansas-City,Kansas City_ KS & MO,http://codeforkc.org/,,,,,,,,
magic-mirror,定時 mirror *.gov.tw 上有時效性的資料到 git repository.,http://codeforamerica.org/api/projects/34516,https://github.com/g0v/magic-mirror,定時 mirror *.gov.tw 上有時效性的資料到 git repository.,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
CodeForGhana.org,Code for Ghana website,http://codeforamerica.org/api/projects/33162,https://github.com/CodeForAfrica/CodeForGhana.org,Code for Ghana website,http://www.codeforghana.org,Code for Ghana,http://codeforamerica.org/api/organizations/Code-for-Ghana,Accra_ Ghana,http://codeforghana.org,,,,,,,,,,
CodeForGhana.org,Code for Ghana website,http://codeforamerica.org/api/projects/36008,https://github.com/CodeForAfrica/CodeForGhana.org,Code for Ghana website,http://www.codeforghana.org,Code for Nigeria,http://codeforamerica.org/api/organizations/Code-for-Nigeria,Lagos_ Nigeria,http://code4nigeria.org,,,,,,,,,,
CodeForGhana.org,Code for Ghana website,http://codeforamerica.org/api/projects/35954,https://github.com/CodeForAfrica/CodeForGhana.org,Code for Ghana website,http://www.codeforghana.org,Code for Africa,http://codeforamerica.org/api/organizations/Code-for-Africa,,http://www.codeforafrica.org/,,,,,,,,,,
CodeForGhana.org,Code for Ghana website,http://codeforamerica.org/api/projects/35879,https://github.com/CodeForAfrica/CodeForGhana.org,Code for Ghana website,http://www.codeforghana.org,Code for Kenya,http://codeforamerica.org/api/organizations/Code-for-Kenya,Nairobi_ Kenya,http://code4kenya.org,,,,,,,,,,
ppt,政治承諾追蹤網 Political Promise Tracker,http://codeforamerica.org/api/projects/34552,https://github.com/g0v/ppt,政治承諾追蹤網 Political Promise Tracker,,g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
closelyheld-ref1.vtaiwan.tw,「閉鎖性股份有限公司」草案（邵老師團隊版）,http://codeforamerica.org/api/projects/36737,https://github.com/g0v/closelyheld-ref1.vtaiwan.tw,「閉鎖性股份有限公司」草案（邵老師團隊版）,https://closelyheld-ref1.vtaiwan.tw,g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
distant-education-gitbook,vTaiwan 數位生活：遠距教育,http://codeforamerica.org/api/projects/36707,https://github.com/g0v/distant-education-gitbook,vTaiwan 數位生活：遠距教育,,g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
telework-gitbook,vTaiwan 數位生活：電傳勞動,http://codeforamerica.org/api/projects/36710,https://github.com/g0v/telework-gitbook,vTaiwan 數位生活：電傳勞動,,g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
consumer-protection-gitbook,vTaiwan 數位公民環境：網路消費者保護,http://codeforamerica.org/api/projects/36706,https://github.com/g0v/consumer-protection-gitbook,vTaiwan 數位公民環境：網路消費者保護,,g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
data-levy-gitbook,vTaiwan 數位公民環境：開放資料例外收費原則,http://codeforamerica.org/api/projects/36686,https://github.com/g0v/data-levy-gitbook,vTaiwan 數位公民環境：開放資料例外收費原則,,g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
gitbook-plugin-discourse,,http://codeforamerica.org/api/projects/34465,https://github.com/g0v/gitbook-plugin-discourse,,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
taigi-neologism,新台語·運動,http://codeforamerica.org/api/projects/36136,https://github.com/g0v/taigi-neologism,新台語·運動,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
miami_answers,Code For Miami's version of Oakland Answers.,http://codeforamerica.org/api/projects/36685,https://github.com/Code-for-Miami/miami_answers,Code For Miami's version of Oakland Answers.,,Code for Miami,http://codeforamerica.org/api/organizations/Code-for-Miami,Miami_ FL,http://codeformiami.org/,,,,,,,,,,
foodborne_classifier,The classifier used in the http://foodborne.smartchicagoapps.org/ application.,http://codeforamerica.org/api/projects/34153,https://github.com/corynissen/foodborne_classifier,The classifier used in the http://foodborne.smartchicagoapps.org/ application.,(null),Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
Pantry Pickup,Combining city data with a list of specific needs from food pantries will allow citizens to most effectively make useful and needed donations assisted by the Pantry Pick-Up App.,http://codeforamerica.org/api/projects/36688,https://github.com/codeforboston/pantry_pickup,Combining city data with a list of specific needs from food pantries will allow citizens to most effectively make useful and needed donations assisted by the Pantry Pick-Up App.,http://www.pantrypickup.org,Code for Boston,http://codeforamerica.org/api/organizations/Code-for-Boston,Boston_ MA,http://www.codeforboston.org,,,,,,,,,,
vpd-crime-reports,There's crime happening in Vallejo,CA. Let's see where.,http://codeforamerica.org/api/projects/36844,https://github.com/codeforamerica/vpd-crime-reports,There's crime happening in Vallejo,CA. Let's see where.,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,
cpd-zones,Helps Chattanoogans find which CPD zone they live in.,http://codeforamerica.org/api/projects/36668,https://github.com/openchattanooga/cpd-zones,Helps Chattanoogans find which CPD zone they live in.,http://cpd-zones.herokuapp.com/,Open Chattanooga,http://codeforamerica.org/api/organizations/Open-Chattanooga,Chattanooga_ TN,http://openchattanooga.com/,,,,,,,,,,
code-for-miami.github.io,codeformiami.org website (forked from Code for Hampton Roads),http://codeforamerica.org/api/projects/33502,https://github.com/Code-for-Miami/code-for-miami.github.io,codeformiami.org website (forked from Code for Hampton Roads),http://codeformiami.org,Code for Miami,http://codeforamerica.org/api/organizations/Code-for-Miami,Miami_ FL,http://codeformiami.org/,,,,,,,,,,
openFEC,An experiment in taking data from the Federal Election Commission and harmonizing/cleaning it up to make it easier for external developers to use and analyze.,http://codeforamerica.org/api/projects/34306,https://github.com/18F/openFEC,An experiment in taking data from the Federal Election Commission and harmonizing/cleaning it up to make it easier for external developers to use and analyze.,(null),18F,http://codeforamerica.org/api/organizations/18F,San Francisco_ CA,https://18f.gsa.gov/,,,,,,,,,,
StationDown,Collaborate data on brown outs and fire incidents in Philadelphia. In the future the trip of the browned out station will be calculated and compared to the responding station in order to find out if the response time was affected by the station brown out.,http://codeforamerica.org/api/projects/36801,https://github.com/amberheilman/StationDown,Collaborate data on brown outs and fire incidents in Philadelphia. In the future the trip of the browned out station will be calculated and compared to the responding station in order to find out if the response time was affected by the station brown out.,(null),Code for Philly,http://codeforamerica.org/api/organizations/Code-for-Philly,Philadelphia_ PA,http://codeforphilly.org/,,,,,,,,,,
townsquare-flask,Keep track of volunteers' contributions of hours,http://codeforamerica.org/api/projects/36864,https://github.com/sc3/townsquare-flask,Keep track of volunteers' contributions of hours,http://townsquare-pwmaps.rhcloud.com/,FreeGeekChicago,http://codeforamerica.org/api/organizations/FreeGeekChicago,Chicago_ IL,http://www.freegeekchicago.org/,,,,,,,,,,
otvorene-karte,Turn your Fusion Table into a mobile-friendly searchable web app.,http://codeforamerica.org/api/projects/34007,https://github.com/openzagreb/otvorene-karte,Turn your Fusion Table into a mobile-friendly searchable web app.,http://codeforsanfrancisco.org/Mobile-Fusion-Tables,Open Zagreb,http://codeforamerica.org/api/organizations/Open-Zagreb,Zagreb_ Croatia,http://zagreb.open.hr,,,,,,,,,,
punctuil,A small text message service to help Tulsa city council meeting speakers.,http://codeforamerica.org/api/projects/35037,https://github.com/codefortulsa/punctuil,A small text message service to help Tulsa city council meeting speakers.,,Code for Tulsa,http://codeforamerica.org/api/organizations/Code-for-Tulsa,Tulsa_ OK,http://codefortulsa.org/,,,,,,,,,,
Open Health Inspection App,Web app for finding local restaurant health inspection results,http://codeforamerica.org/api/projects/32419,https://github.com/Code4HR/open-health-inspection-app,Web app for finding local restaurant health inspection results,http://www.openhealthinspection.com,Code for Hampton Roads,http://codeforamerica.org/api/organizations/Code-for-Hampton-Roads,Hampton Roads_ VA (Region),http://Code4HR.org,,,,,,,,,,
abq-filmlocations,Display a filterable heatmap of movie locations in Albuquerque,http://codeforamerica.org/api/projects/36661,https://github.com/codeforamerica/abq-filmlocations,Display a filterable heatmap of movie locations in Albuquerque,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
districthousing,District Housing lets caseworkers help clients apply for Section 8 housing by automatically filling out multiple PDF applications using one online form.,http://codeforamerica.org/api/projects/34366,https://github.com/codefordc/districthousing,District Housing lets caseworkers help clients apply for Section 8 housing by automatically filling out multiple PDF applications using one online form.,http://codefordc.github.io/districthousing/,Code for DC,http://codeforamerica.org/api/organizations/Code-for-DC,Washington_ DC,http://codefordc.org/,,,,,,,,,,
Code for Philly Check-in System,,,,,,,,,,,,,,,,,,,
va-circuit-court-search,Virginia Courts Case Information - Statewide Searches ARE Possible,http://codeforamerica.org/api/projects/36058,https://github.com/CodeforNRV/va-circuit-court-search,Virginia Courts Case Information - Statewide Searches ARE Possible,http://vacircuitcourtsearch.com/,Code for New River Valley,http://codeforamerica.org/api/organizations/Code-for-New-River-Valley,Blacksburg_ VA,http://codefornrv.org/,,,,,,,,,,
a2civictech,The Ann Arbor Civic Technology meetup repository and issue tracker,http://codeforamerica.org/api/projects/32310,https://github.com/a2civictech/a2civictech,The Ann Arbor Civic Technology meetup repository and issue tracker,(null),Ann Arbor Civic Technology Meetup,http://codeforamerica.org/api/organizations/Ann-Arbor-Civic-Technology-Meetup,Ann Arbor_ MI,http://www.meetup.com/a2civictech/,,,,,,,,,,
a2civictech.github.io,Web site for a2civictech,http://codeforamerica.org/api/projects/32311,https://github.com/a2civictech/a2civictech.github.io,Web site for a2civictech,(null),Ann Arbor Civic Technology Meetup,http://codeforamerica.org/api/organizations/Ann-Arbor-Civic-Technology-Meetup,Ann Arbor_ MI,http://www.meetup.com/a2civictech/,,,,,,,,,,
a2docs,The Ann Arbor Area Government Document Repository,http://codeforamerica.org/api/projects/32312,https://github.com/a2civictech/a2docs,The Ann Arbor Area Government Document Repository,(null),Ann Arbor Civic Technology Meetup,http://codeforamerica.org/api/organizations/Ann-Arbor-Civic-Technology-Meetup,Ann Arbor_ MI,http://www.meetup.com/a2civictech/,,,,,,,,,,
rothar-backend-app,,http://codeforamerica.org/api/projects/34764,https://github.com/codeforireland/rothar-backend-app,,(null),Code for Ireland,http://codeforamerica.org/api/organizations/Code-for-Ireland,Ireland,http://codeforireland.com/,,,,,,,,,,
